building_id,Sanierungszustand,A_NGF_m2,Ht_W_per_K,Q_kW_mittleres,Q_kW_kaltes,Q_kW_heisses
DEBBAL520000wbRR,teilsaniert,282.92,524.95,13.64126,13.34309,9.83959
DEBBAL520000wbVv,vollsaniert,132.49,244.5,2.68456,2.62588,1.9364000000000001
DEBBAL520000wblC,unsaniert,138.22,280.29,10.25877,10.03453,7.39977
DEBBAL520000wbc7,unsaniert,27.43,87.9,2.51396,2.44364,1.61737
DEBBAL520000wbS7,unsaniert,54.04,267.63,9.795309999999999,9.581209999999999,7.06547
DEBBAL520000wbSB,unsaniert,141.93,276.57,10.12238,9.901129999999998,7.3013900000000005
DEBBAL520000wbXs,unsaniert,201.08,364.45,13.33891,13.04735,9.62151
DEBBAL520000wbTj,unsaniert,135.61,272.34,9.967780000000001,9.74991,7.1898800000000005
DEBBAL520000wbVZ,vollsaniert,5.62,32.33,0.35502999999999996,0.34726999999999997,0.25609
DEBBAL520000wbUv,teilsaniert,140.31,276.3,7.1799,7.02296,5.17894
DEBBAL520000wbTR,unsaniert,174.3,339.28,12.41766,12.14624,8.957
DEBBAL520000wbbw,vollsaniert,37.91,123.1,1.35163,1.32208,0.9749500000000001
DEBBAL520000wblT,unsaniert,142.74,300.38,10.99408,10.753770000000001,7.930149999999999
DEBBAL520000wbmj,unsaniert,50.33,166.22,5.25266,5.119680000000001,3.55718
DEBBAL520000wbk9,unsaniert,31.75,160.54,5.55456,5.42614,3.91709
DEBBAL520000wbXg,unsaniert,4.89,30.73,1.12459,1.10001,0.8111799999999999
DEBBAL520000wbcE,vollsaniert,21.59,95.95,1.05351,1.03048,0.75991
DEBBAL520000wbXr,unsaniert,15.28,72.7,2.07933,2.02117,1.33775
DEBBAL520000wblr,unsaniert,68.55,192.58,7.04836,6.8943,5.08406
DEBBAL520000wbmc,unsaniert,172.16,363.01,13.286280000000001,12.99586,9.583540000000001
DEBBAL520000wbZ8,unsaniert,407.2,499.25,18.272689999999997,17.87329,13.180299999999999
DEBBAL520000wbVl,unsaniert,179.46,326.78,11.9601,11.69868,8.626959999999999
DEBBAL520000wbXp,unsaniert,13.63,70.76,2.02373,1.96712,1.30198
DEBBAL520000wbXm,unsaniert,100.75,199.01,7.28374,7.12453,5.25384
DEBBAL520000wbSH,teilsaniert,118.43,229.64,5.96744,5.837,4.30438
DEBBAL520000wbXA,unsaniert,29.62,150.8,5.21775,5.09711,3.67957
DEBBAL520000wbkO,teilsaniert,14.44,76.55,1.5543399999999998,1.5108599999999999,0.99999
DEBBAL520000wbSL,unsaniert,148.76,315.44,11.54517,11.292819999999999,8.32766
DEBBAL520000wblj,unsaniert,33.57,95.84,3.50766,3.43099,2.53011
DEBBAL520000wbWc,vollsaniert,123.83,243.79,2.67686,2.61835,1.93085
DEBBAL520000wbSh,unsaniert,170.45,313.71,11.481950000000001,11.230979999999999,8.28206
DEBBAL520000wbbo,teilsaniert,210.06,450.0,11.69366,11.43806,8.43477
DEBBAL520000wbWu,teilsaniert,4.65,29.38,0.76335,0.74666,0.55061
DEBBAL520000wbbl,vollsaniert,164.97,310.34,3.40757,3.3330900000000003,2.45792
DEBBAL520000wbWL,unsaniert,4.62,30.86,0.88252,0.85784,0.56778
DEBBAL520000wbTl,teilsaniert,112.51,271.96,7.0672299999999995,6.9127600000000005,5.09767
DEBBAL520000wbTN,unsaniert,157.99,343.58,12.575,12.300139999999999,9.07049
DEBBAL520000wbl1,teilsaniert,136.49,262.34,6.817069999999999,6.6680600000000005,4.91723
DEBBAL520000wbUN,unsaniert,6.82,34.62,0.9900399999999999,0.96235,0.63695
DEBBAL520000wbTZ,teilsaniert,273.63,505.36,13.13226,12.84522,9.47245
DEBBAL520000wbWg,teilsaniert,118.48,230.45,5.988359999999999,5.85746,4.31947
DEBBAL520000wbSd,unsaniert,178.57,355.07,12.995379999999999,12.71133,9.373719999999999
DEBBAL520000wbmQ,unsaniert,88.19,549.14,19.00016,18.56085,13.398959999999999
DEBBAL520000wbSg,unsaniert,164.25,319.6,11.69727,11.44159,8.437370000000001
DEBBAL520000wbke,unsaniert,133.56,227.2,8.31542,8.133659999999999,5.998
DEBBAL010009uhWx,unsaniert,171.74,230.0,8.417969999999999,8.23397,6.07198
DEBBAL520000wblK,unsaniert,21.33,92.18,2.6364099999999997,2.5626599999999997,1.69615
DEBBAL520000wbWV,unsaniert,137.81,283.99,10.39414,10.16695,7.4974099999999995
DEBBAL520000wbbs,teilsaniert,325.98,622.59,16.178729999999998,15.82509,11.6699
DEBBAL520000wbbt,vollsaniert,183.78,349.13,3.83345,3.74966,2.76511
DEBBAL520000wbky,teilsaniert,6.02,32.18,0.65344,0.63516,0.4204
DEBBAL520000wbSc,unsaniert,147.86,322.96,11.82036,11.56199,8.526159999999999
DEBBAL520000wbVq,teilsaniert,163.62,292.45,7.599489999999999,7.4333800000000005,5.4816
DEBBAL520000wbX5,unsaniert,13.59,72.2,2.06502,2.00726,1.32855
DEBBAL520000wbUV,unsaniert,4.79,34.46,1.0888,1.06124,0.7373500000000001
DEBBAL520000wbZn,unsaniert,30.76,112.57,3.21964,3.12958,2.07138
DEBBAL520000wbWW,unsaniert,118.14,237.73,8.70109,8.5109,6.2762
DEBBAL520000wbRS,teilsaniert,142.95,262.13,6.8118,6.66291,4.91343
DEBBAL520000wbV0,unsaniert,2.92,19.01,0.6959500000000001,0.68074,0.502
DEBBAL520000wblo,unsaniert,120.32,267.96,9.80725,9.592889999999999,7.07408
DEBBAL520000wbWA,unsaniert,23.51,195.22,6.75476,6.59858,4.76347
DEBBAL520000wbRH,unsaniert,126.73,252.15,9.22866,9.02694,6.65674
DEBBAL520000wbc3,teilsaniert,222.98,383.24,9.95875,9.74107,7.1833599999999995
DEBBAL520000wbVC,unsaniert,97.55,213.09,7.79911,7.628640000000001,5.62559
DEBBAL520000wblM,unsaniert,173.33,299.35,10.956290000000001,10.716809999999999,7.9029
DEBBAL520000wbVY,vollsaniert,390.79,603.2,6.62312,6.478350000000001,4.77733
DEBBAL520000wbmd,unsaniert,195.87,378.3,13.84567,13.54303,9.98704
DEBBAL520000wbUa,unsaniert,10.22,69.14,2.8764000000000003,2.8210900000000003,2.1711300000000002
DEBBAL520000wbSI,teilsaniert,166.89,266.19,6.9173100000000005,6.766109999999999,4.98954
DEBBAL520000wbbD,teilsaniert,247.79,420.43,10.92542,10.68661,7.88063
DEBBAL520000wbTd,teilsaniert,161.22,351.58,9.13603,8.93633,6.58992
DEBBAL520000wbT1,unsaniert,170.3,343.63,12.576690000000001,12.30179,9.07171
DEBBAL520000wbbE,teilsaniert,106.49,277.49,7.2109700000000005,7.05335,5.201350000000001
DEBBAL520000wbX3,unsaniert,25.51,170.67,5.905189999999999,5.76865,4.164350000000001
DEBBAL520000wbUM,unsaniert,183.45,294.27,10.770290000000001,10.53488,7.76874
DEBBAL520000wbVG,unsaniert,6.55,35.16,1.28687,1.25875,0.92824
DEBBAL520000wbWM,teilsaniert,4.28,26.83,0.69733,0.6820900000000001,0.50299
DEBBAL520000wbkm,unsaniert,162.3,323.81,11.85133,11.59228,8.5485
DEBBAL520000wbS1,teilsaniert,171.08,331.29,8.60882,8.42065,6.20964
DEBBAL520000wbls,unsaniert,9.21,55.34,2.02553,1.98126,1.46104
DEBBAL520000wbn7,unsaniert,10.71,57.98,2.12198,2.0756,1.5306099999999998
DEBBAL520000wbSC,teilsaniert,186.01,358.04,9.30414,9.10077,6.711180000000001
DEBBAL520000wbUE,unsaniert,131.38,271.81,9.94815,9.730709999999998,7.17572
DEBBAL520000wbne,unsaniert,10.4,74.14,2.71364,2.65433,1.9573800000000001
DEBBAL520000wbRL,unsaniert,136.7,277.09,10.14166,9.919979999999999,7.315300000000001
DEBBAL520000wbcz,vollsaniert,23.76,151.58,1.6643,1.62792,1.20048
DEBBAL520000wbn5,unsaniert,57.12,374.09,12.943629999999999,12.64436,9.12788
DEBBAL520000wblZ,unsaniert,6.97,46.28,1.69367,1.6566500000000002,1.2216600000000002
DEBBAL520000wbmk,unsaniert,25.71,75.36,2.7582199999999997,2.69793,1.98953
DEBBAL520000wbT8,teilsaniert,252.15,434.53,11.29167,11.04486,8.14481
DEBBAL520000wbl3,vollsaniert,6.02,33.84,0.29035,0.28223000000000004,0.18680000000000002
DEBBAL520000wbbJ,teilsaniert,9.19,53.81,1.0926300000000002,1.0620699999999998,0.7029500000000001
DEBBAL520000wblQ,unsaniert,17.31,68.18,1.9498199999999999,1.89528,1.2544300000000002
DEBBAL520000wbYl,unsaniert,17.0,107.76,3.9439,3.8577,2.84478
DEBBAL520000wbXy,unsaniert,22.73,144.61,5.29279,5.1771,3.81775
DEBBAL520000wbVI,teilsaniert,48.02,261.01,6.78261,6.63436,4.89238
DEBBAL520000wbcC,vollsaniert,42.14,135.26,1.4852100000000001,1.45274,1.0713
DEBBAL520000wbcf,vollsaniert,22.11,110.64,1.21481,1.18826,0.87626
DEBBAL520000wbWF,unsaniert,20.01,69.18,2.5321100000000003,2.47676,1.82644
DEBBAL520000wblH,unsaniert,203.16,428.82,15.694790000000001,15.35174,11.32084
DEBBAL520000wbmB,unsaniert,12.69,56.46,2.0663,2.02114,1.49045
DEBBAL520000wbT0,teilsaniert,214.84,368.21,9.56842,9.35927,6.90181
DEBBAL520000wbdO,teilsaniert,161.44,378.65,9.83952,9.624450000000001,7.09736
DEBBAL520000wbTk,teilsaniert,174.67,308.93,8.02781,7.85234,5.7905500000000005
DEBBAL520000wbWZ,teilsaniert,5.58,33.93,0.88183,0.8625499999999999,0.63607
DEBBAL520000wbTu,teilsaniert,214.05,448.84,11.663590000000001,11.40864,8.41308
DEBBAL520000wbVW,teilsaniert,7.71,43.54,0.88409,0.85936,0.56878
DEBBAL520000wbV3,unsaniert,1.4,8.73,0.31962999999999997,0.31265,0.23056000000000001
DEBBAL520000wbcv,vollsaniert,23.33,125.56,1.3785999999999998,1.34846,0.9944
DEBBAL520000wbkk,teilsaniert,148.71,288.67,7.50125,7.33729,5.41074
DEBBAL520000wbVO,vollsaniert,29.22,104.94,1.15229,1.1271,0.83116
DEBBAL520000wbVT,vollsaniert,89.82,219.4,2.40903,2.35638,1.73766
DEBBAL520000wbnd,unsaniert,6.55,24.93,0.9125,0.8925599999999999,0.6582
DEBBAL520000wbW4,unsaniert,163.17,377.68,13.8231,13.520950000000001,9.97076
DEBBAL520000wbX6,unsaniert,184.54,386.14,14.132620000000001,13.823709999999998,10.19402
DEBBAL520000wbXC,unsaniert,118.32,250.41,9.16511,8.964780000000001,6.6109
DEBBAL520000wbli,teilsaniert,15.34,82.54,1.67597,1.62909,1.07825
DEBBAL520000wbc0,teilsaniert,37.39,215.73,5.29971,5.17718,3.73737
DEBBAL520000wbU3,teilsaniert,166.73,323.76,8.41324,8.22935,6.068569999999999
DEBBAL520000wbUy,teilsaniert,22.03,90.78,2.35888,2.3073200000000003,1.70149
DEBBAL520000wbkj,teilsaniert,169.53,281.69,7.319979999999999,7.159979999999999,5.27999
DEBBAL520000wbUt,vollsaniert,375.39,1165.19,12.79374,12.514100000000001,9.22827
DEBBAL520000wbbX,teilsaniert,172.83,403.47,10.48459,10.25542,7.56266
DEBBAL520000wbWO,unsaniert,138.4,325.12,11.89923,11.63914,8.58305
DEBBAL520000wbkb,unsaniert,309.07,598.79,21.915830000000003,21.436799999999998,15.80814
DEBBAL520000wbTc,teilsaniert,138.04,332.88,8.65034,8.46126,6.23959
DEBBAL520000wbmw,teilsaniert,30.96,132.41,3.44088,3.36567,2.48195
DEBBAL520000wbWq,unsaniert,22.5,99.72,2.8519699999999997,2.7721999999999998,1.83483
DEBBAL520000wbRX,teilsaniert,226.18,465.69,12.101420000000001,11.8369,8.72889
DEBBAL520000wblh,unsaniert,123.48,248.74,9.10375,8.90476,6.5666400000000005
DEBBAL520000wbmg,teilsaniert,45.57,158.71,3.22278,3.1326300000000002,2.0734
DEBBAL520000wbY4,unsaniert,249.15,389.03,14.23866,13.927430000000001,10.27051
DEBBAL520000wbmh,unsaniert,5.04,27.98,1.0241500000000001,1.00177,0.73873
DEBBAL520000wbXo,unsaniert,24.7,95.99,3.5131799999999997,3.43639,2.5341
DEBBAL520000wbmb,unsaniert,13.15,67.01,2.11747,2.06387,1.43398
DEBBAL520000wbW9,teilsaniert,13.96,77.92,1.58232,1.53806,1.018
DEBBAL520000wbkx,unsaniert,3.85,25.64,0.93852,0.918,0.67696
DEBBAL010008eROn,unsaniert,79.52,225.66,8.25922,8.07869,5.95747
DEBBAL520000wblS,unsaniert,9.64,51.15,1.87198,1.83106,1.35028
DEBBAL520000wbkE,teilsaniert,209.19,372.43,9.677950000000001,9.46641,6.98082
DEBBAL520000wbcy,vollsaniert,24.51,194.57,2.13637,2.08967,1.54099
DEBBAL520000wbnf,unsaniert,12.08,82.3,3.01212,2.9462800000000002,2.1726799999999997
DEBBAL520000wbUR,vollsaniert,5.68,56.97,0.71093,0.69726,0.53662
DEBBAL520000wbm5,unsaniert,17.38,68.05,2.4906599999999997,2.4362199999999996,1.79654
DEBBAL520000wbm7,unsaniert,35.42,143.8,4.544029999999999,4.429,3.07729
DEBBAL520000wbbC,vollsaniert,184.9,348.78,3.82961,3.74591,2.76234
DEBBAL520000wbUY,unsaniert,6.76,38.47,1.4081,1.37733,1.01568
DEBBAL520000wbV7,teilsaniert,2.03,11.01,0.2862,0.27994,0.20643999999999998
DEBBAL520000wbU0,unsaniert,29.28,139.64,5.11075,4.99904,3.68644
DEBBAL01000aElZc,unsaniert,36.2,108.37,3.9663600000000003,3.87966,2.86098
DEBBAL520000wbmn,unsaniert,43.02,138.8,5.07999,4.96896,3.66426
DEBBAL520000wbVt,unsaniert,181.45,426.8,15.62082,15.27938,11.267479999999999
DEBBAL520000wblc,teilsaniert,156.96,279.33,7.2587,7.10004,5.23579
DEBBAL520000wbWS,unsaniert,25.47,94.43,3.45613,3.38059,2.49295
DEBBAL520000wbkL,unsaniert,4.39,25.91,0.74107,0.72034,0.47676999999999997
DEBBAL520000wbT3,teilsaniert,25.2,150.64,4.44945,4.36388,3.35848
DEBBAL520000wbW3,vollsaniert,202.41,304.35,3.34177,3.26873,2.41046
DEBBAL520000wbTs,unsaniert,269.92,486.47,17.80485,17.41567,12.84284
DEBBAL520000wbV8,teilsaniert,1.75,16.78,0.43607999999999997,0.42654000000000003,0.31455
DEBBAL520000wbVy,vollsaniert,11.29,55.15,0.6055499999999999,0.5923099999999999,0.43679
DEBBAL520000wbTx,vollsaniert,83.24,180.33,1.98001,1.93673,1.4282000000000001
DEBBAL01000arQnc,unsaniert,37.8,91.13,3.33534,3.2624400000000002,2.4058200000000003
DEBBAL520000wbVB,vollsaniert,39.9,114.61,1.2584300000000002,1.23092,0.9077200000000001
DEBBAL520000wbVL,unsaniert,16.42,67.71,2.47824,2.42407,1.78758
DEBBAL520000wble,teilsaniert,163.46,295.55,7.68023,7.5123500000000005,5.53984
DEBBAL520000wbS3,teilsaniert,101.76,205.55,5.34134,5.22459,3.85277
DEBBAL520000wbXt,unsaniert,125.54,277.76,10.16616,9.943940000000001,7.33296
DEBBAL520000wbcr,vollsaniert,22.86,175.63,1.92842,1.88627,1.39099
DEBBAL520000wblX,unsaniert,137.5,278.98,10.210780000000002,9.98759,7.36515
DEBBAL520000wbVk,unsaniert,185.26,366.79,13.424389999999999,13.13096,9.683159999999999
DEBBAL520000wbV6,teilsaniert,1.27,12.23,0.31785,0.31091,0.22927
DEBBAL520000wbXV,unsaniert,19.41,69.86,2.55701,2.50112,1.8444
DEBBAL520000wbSi,unsaniert,174.73,341.98,12.51633,12.24275,9.02817
DEBBAL520000wbSp,unsaniert,255.09,543.74,19.90073,19.46574,14.35462
DEBBAL520000wbXl,unsaniert,8.63,42.84,1.56795,1.53367,1.13098
DEBBAL520000wbXh,unsaniert,120.36,237.84,8.70491,8.51464,6.27895
DEBBAL520000wbcu,vollsaniert,21.81,139.48,1.53151,1.49803,1.10469
DEBBAL520000wbWe,unsaniert,11.92,57.09,2.0896500000000002,2.04397,1.50729
DEBBAL520000wbkp,unsaniert,107.71,218.69,8.00396,7.82901,5.773350000000001
DEBBAL520000wbcs,vollsaniert,23.34,176.3,1.9358199999999999,1.8935,1.3963299999999998
DEBBAL520000wbWB,unsaniert,142.9,283.84,10.38836,10.161299999999999,7.49325
DEBBAL520000wbZq,unsaniert,119.34,241.31,8.832030000000001,8.63898,6.370640000000001
DEBBAL520000wbmG,unsaniert,16.39,95.91,3.51035,3.43362,2.5320500000000004
DEBBAL520000wbU9,teilsaniert,14.61,85.65,2.22563,2.17698,1.60537
DEBBAL520000wbk7,unsaniert,12.48,77.05,2.81987,2.75823,2.034
DEBBAL520000wbT2,unsaniert,186.63,365.6,13.38096,13.088479999999999,9.65184
DEBBAL520000wbSj,unsaniert,222.36,414.09,15.15555,14.82428,10.93187
DEBBAL520000wbVi,teilsaniert,160.77,357.62,9.29311,9.089979999999999,6.70323
DEBBAL520000wblN,unsaniert,36.39,178.91,5.11694,4.97381,3.29202
DEBBAL520000wblL,unsaniert,108.83,223.29,8.17233,7.9937,5.8947899999999995
DEBBAL520000wbTo,teilsaniert,149.95,286.59,7.4473,7.2845200000000006,5.37182
DEBBAL520000wbRJ,teilsaniert,155.44,353.24,9.17919,8.978549999999998,6.621060000000001
DEBBAL520000wbVw,unsaniert,198.08,358.1,13.10656,12.82008,9.45391
DEBBAL520000wbn9,unsaniert,5.73,41.53,1.51998,1.48676,1.0963800000000001
DEBBAL520000wbcd,vollsaniert,21.81,102.68,1.12742,1.1027799999999999,0.81322
DEBBAL520000wbWi,teilsaniert,11.68,57.37,1.4907000000000001,1.4581199999999999,1.0752599999999999
DEBBAL520000wbRQ,teilsaniert,189.17,392.17,10.190850000000001,9.9681,7.350779999999999
DEBBAL520000wbkB,vollsaniert,143.69,263.32,2.89127,2.82808,2.08551
DEBBAL520000wbVp,teilsaniert,20.52,56.5,1.4683199999999998,1.43622,1.05911
DEBBAL520000wbWE,unsaniert,113.87,237.95,8.70905,8.518690000000001,6.28194
DEBBAL520000wbmJ,unsaniert,18.1,93.24,3.4126,3.338,2.46154
DEBBAL520000wbXb,unsaniert,119.28,238.78,8.73941,8.54839,6.30384
DEBBAL520000wblW,unsaniert,183.9,365.18,13.36566,13.07352,9.64081
DEBBAL520000wbSJ,teilsaniert,154.05,277.3,7.20583,7.04833,5.197649999999999
DEBBAL520000wbVA,unsaniert,24.64,110.95,3.17314,3.08438,2.04146
DEBBAL520000wbkf,teilsaniert,108.97,241.91,6.28617,6.148770000000001,4.53429
DEBBAL520000wbce,vollsaniert,14.96,55.96,0.61449,0.6010599999999999,0.44324
DEBBAL520000wbU1,unsaniert,36.06,262.52,9.60822,9.398200000000001,6.9305200000000005
DEBBAL520000wbc2,teilsaniert,177.01,341.91,8.88494,8.69073,6.408810000000001
DEBBAL520000wbSf,unsaniert,175.96,353.36,12.93302,12.65033,9.32873
DEBBAL520000wbkV,teilsaniert,10.7,51.05,1.03665,1.00765,0.6669299999999999
DEBBAL520000wbWU,unsaniert,93.43,681.01,23.56304,23.01823,16.616709999999998
DEBBAL520000wbcL,vollsaniert,158.38,291.86,3.20458,3.1345300000000003,2.3115
DEBBAL520000wbTy,vollsaniert,158.78,312.0,3.42577,3.3508899999999997,2.47105
DEBBAL520000wbcB,vollsaniert,21.6,99.31,1.09041,1.06657,0.78652
DEBBAL520000wbm6,unsaniert,11.37,46.75,1.33714,1.29973,0.86026
DEBBAL520000wbX7,unsaniert,103.03,225.79,8.26403,8.08339,5.96094
DEBBAL520000wblO,unsaniert,179.24,355.03,12.994069999999999,12.710049999999999,9.372770000000001
DEBBAL520000wbWv,teilsaniert,118.45,244.02,6.3412,6.20259,4.57398
DEBBAL520000wbUs,teilsaniert,120.38,218.49,5.67759,5.55349,4.09531
DEBBAL520000wbcb,vollsaniert,17.34,74.88,0.8221900000000001,0.80422,0.5930599999999999
DEBBAL520000wbXv,unsaniert,4.61,32.43,1.18679,1.16085,0.85605
DEBBAL010008FJGR,teilsaniert,16.62,73.99,1.9228,1.88077,1.38694
DEBBAL520000wbSK,teilsaniert,129.34,245.98,6.3921,6.2523800000000005,4.61069
DEBBAL520000wblE,unsaniert,169.2,341.24,12.48928,12.21629,9.008659999999999
DEBBAL520000wblf,unsaniert,105.46,177.76,6.50592,6.36371,4.6928
DEBBAL520000wbWY,unsaniert,87.0,606.63,22.202509999999997,21.717209999999998,16.01492
DEBBAL520000wbUB,unsaniert,205.48,394.37,14.43403,14.11853,10.411430000000001
DEBBAL520000wbWo,unsaniert,179.16,335.88,12.293190000000001,12.02449,8.86722
DEBBAL520000wbSO,unsaniert,191.79,374.17,13.69476,13.395430000000001,9.87819
DEBBAL520000wbc5,unsaniert,204.82,411.0,15.042629999999999,14.71383,10.85042
DEBBAL520000wbkc,teilsaniert,156.36,294.12,7.64288,7.47582,5.5128900000000005
DEBBAL520000wbXi,unsaniert,156.29,316.12,11.56985,11.31696,8.345469999999999
DEBBAL520000wbWC,unsaniert,113.77,238.07,8.713370000000001,8.522920000000001,6.2850600000000005
DEBBAL520000wbSs,unsaniert,223.37,454.01,16.61669,16.25348,11.985809999999999
DEBBAL010009lbnZ,teilsaniert,187.99,245.68,6.38434,6.24479,4.6051
DEBBAL520000wbU5,teilsaniert,321.1,515.8,13.40362,13.11064,9.66818
DEBBAL520000wbVD,unsaniert,197.77,280.74,10.27491,10.05032,7.41141
DEBBAL520000wbm4,unsaniert,5.96,38.99,1.1151,1.0839100000000002,0.71741
DEBBAL520000wbcx,vollsaniert,23.2,152.17,1.67082,1.6342999999999999,1.2051800000000001
DEBBAL010008Cynt,teilsaniert,138.18,320.72,8.33433,8.15216,6.0116499999999995
DEBBAL520000wbWt,unsaniert,74.78,144.03,4.55129,4.43606,3.0822
DEBBAL010008Y2In,teilsaniert,149.63,292.31,7.59608,7.4300500000000005,5.47914
DEBBAL520000wbTp,teilsaniert,172.8,356.33,9.25964,9.05724,6.67908
DEBBAL520000wbX1,unsaniert,6.93,33.77,1.23602,1.209,0.89155
DEBBAL520000wbTz,unsaniert,220.93,375.91,13.75819,13.45746,9.92394
DEBBAL520000wbRZ,teilsaniert,200.43,386.34,10.03947,9.820030000000001,7.24159
DEBBAL520000wbd8,teilsaniert,10.52,42.73,0.86763,0.84336,0.5581900000000001
DEBBAL520000wbmo,teilsaniert,2.44,16.99,0.34495,0.3353,0.22191999999999998
DEBBAL520000wbml,unsaniert,52.68,130.9,4.7908100000000005,4.68609,3.45566
DEBBAL520000wbWr,teilsaniert,9.64,61.48,1.24842,1.2135,0.80318
DEBBAL520000wbc6,unsaniert,219.03,416.92,15.25931,14.92577,11.00671
DEBBAL520000wbXx,unsaniert,175.78,351.31,12.85784,12.576799999999999,9.27451
DEBBAL520000wbX9,unsaniert,7.39,39.19,1.4343,1.4029500000000001,1.0345799999999998
DEBBAL520000wbYb,unsaniert,65.47,358.87,13.134739999999999,12.84764,9.47424
DEBBAL520000wbkX,teilsaniert,169.68,384.67,9.996030000000001,9.77753,7.21025
DEBBAL520000wbXz,unsaniert,9.29,49.94,1.82766,1.7877100000000001,1.3183099999999999
DEBBAL520000wbVQ,vollsaniert,13.3,58.94,0.6471399999999999,0.633,0.46679000000000004
DEBBAL520000wbX0,unsaniert,125.29,277.91,10.17133,9.949,7.33669
DEBBAL520000wbko,teilsaniert,127.48,257.63,6.69469,6.54836,4.82896
DEBBAL520000wbWz,unsaniert,142.27,302.53,11.0726,10.83058,7.98679
DEBBAL520000wbbY,teilsaniert,185.55,319.1,8.29202,8.11077,5.98113
DEBBAL520000wbXP,teilsaniert,17.19,125.93,3.27241,3.20088,2.36042
DEBBAL520000wbS8,unsaniert,225.18,345.56,12.64752,12.37107,9.1228
DEBBAL520000wblP,unsaniert,5.85,25.37,0.92853,0.90823,0.66976
DEBBAL520000wbl8,unsaniert,155.66,335.06,12.26316,11.99512,8.845559999999999
DEBBAL520000wbWa,unsaniert,113.82,238.48,8.72832,8.537540000000002,6.29584
DEBBAL520000wbm3,unsaniert,181.59,350.64,12.83356,12.553040000000001,9.25699
DEBBAL520000wbW6,teilsaniert,119.59,252.17,6.55282,6.409590000000001,4.72663
DEBBAL520000wbTM,unsaniert,108.71,239.2,8.75464,8.56328,6.31482
DEBBAL520000wbUq,unsaniert,161.32,276.73,10.1285,9.907110000000001,7.3058000000000005
DEBBAL520000wbTw,vollsaniert,240.06,404.31,4.4393199999999995,4.34229,3.20213
DEBBAL520000wbkJ,unsaniert,220.22,439.52,16.08645,15.73484,11.60334
DEBBAL520000wbl7,vollsaniert,142.39,260.38,2.85897,2.79648,2.06221
DEBBAL520000wbRO,unsaniert,166.33,368.89,13.501370000000001,13.20626,9.73869
DEBBAL520000wbS0,teilsaniert,176.47,380.45,9.88635,9.67026,7.13114
DEBBAL0100092Qvj,unsaniert,93.2,273.19,9.99893,9.78038,7.212350000000001
DEBBAL01000cHdHc,vollsaniert,40.05,42.66,0.46846,0.45822,0.3379
DEBBAL01000cGvSJ,vollsaniert,66.52,180.39,1.98066,1.93736,1.42867
DEBBAL01000cHdHh,teilsaniert,31.84,33.28,0.86494,0.84603,0.62389
